,Age,Gender,EducationBackground,EmpDepartment,EmpJobRole,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,MaritalStatus_Married,MaritalStatus_Single,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
0,0.047619047619047616,0,5,5,14,0.09445792361080355,3,3,0.020018417739105843,3,1,3,0.35355339059327373,0,0.6191573614805235,1,0.2672612419124244,3,3,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,0,1,0,1
1,0.380952380952381,1,6,3,6,0.16693803762582812,1,1,0.2721732816603537,3,2,4,0.0,0,0.4790856076777603,3,0.5,1,2,0.37796447300922725,0.0,0.5345224838248488,0,0,1,1,0
2,0.7142857142857142,1,5,0,5,0.7917914394803452,4,4,0.36796061380182565,3,1,3,0.7071067811865475,0,0.4790856076777603,1,0.6813851438692468,2,2,0.0,0.0,0.0,0,1,0,0,1
3,0.35714285714285715,0,5,4,17,0.6252119378303329,3,4,0.6650908306622583,3,1,2,0.35355339059327373,0,0.17163522633173867,4,0.5345224838248488,5,3,0.7071067811865476,0.2581988897471611,0.6546536707079771,0,1,0,0,1
4,0.3095238095238095,1,6,4,17,0.4560832005096075,4,3,0.22188042760228122,2,1,2,0.0,1,0.40595537211747135,4,0.32732683535398854,5,3,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,0,1,0,1
5,0.7619047619047619,1,6,4,12,0.9999999999999999,4,2,0.8630998537230359,2,4,3,0.0,0,0.33050181128037237,2,1.0,2,3,0.8451542547285167,0.9999999999999999,0.7071067811865476,0,1,0,0,1
6,0.7857142857142856,0,4,5,11,0.9347469693553657,4,1,0.5852188459773855,3,4,3,0.5,0,0.2524883305773973,3,0.5976143046671968,2,2,0.6546536707079771,0.5163977794943222,0.4629100498862757,0,1,0,0,1
7,0.857142857142857,0,4,5,18,0.16693803762582812,3,4,0.38336578678608824,3,2,1,0.5,0,0.2524883305773973,4,0.7559289460184544,4,3,0.37796447300922725,0.0,0.5976143046671969,0,1,0,0,1
8,0.3333333333333333,1,3,3,15,0.09445792361080355,3,4,0.7416985628936168,3,1,1,0.35355339059327373,0,0.2524883305773973,4,0.3779644730092272,4,3,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,0,1,0,1
9,0.16666666666666669,1,2,3,13,0.09445792361080355,1,4,0.45826049797802226,3,1,3,0.8660254037844385,1,0.6191573614805235,3,0.5,2,2,0.37796447300922725,0.0,0.37796447300922725,0,0,0,0,1
10,0.6428571428571428,0,3,3,16,0.9786411254480248,2,4,0.32081583534655755,2,4,2,0.35355339059327373,0,0.0,3,0.8660254037844386,2,3,0.6546536707079771,0.7302967433402214,0.6546536707079771,0,0,1,0,1
11,0.42857142857142855,1,5,5,18,0.09445792361080355,2,2,0.5158391468709258,2,3,3,0.35355339059327373,0,0.17163522633173867,2,0.5976143046671968,2,3,0.8017837257372732,0.7745966692414833,0.0,0,1,0,0,1
12,0.28571428571428564,0,4,5,18,0.2818749196127708,3,4,0.0,2,2,3,0.35355339059327373,0,0.17163522633173867,3,0.5976143046671968,2,3,0.8017837257372732,0.2581988897471611,0.37796447300922725,0,0,0,0,1
13,0.5952380952380951,1,5,5,18,0.09445792361080355,3,4,0.6780745361407008,3,2,4,0.35355339059327373,1,0.4790856076777603,1,0.5976143046671968,3,3,0.8017837257372732,0.7302967433402214,0.7559289460184545,0,1,0,0,1
14,0.14285714285714285,1,5,3,13,0.9999999999999999,1,2,0.8981580900232924,3,1,1,0.35355339059327373,0,0.17163522633173867,2,0.46291004988627565,2,4,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,0,0,0,1
15,0.7380952380952379,1,6,3,16,0.3752997625966106,4,3,0.09703207960741222,3,3,2,0.6123724356957945,0,0.2524883305773973,2,0.5976143046671968,3,3,0.7071067811865476,0.0,0.7071067811865476,0,0,0,0,1
16,0.42857142857142855,1,6,4,17,0.739456971342018,4,3,0.7788967774992621,4,1,4,0.7071067811865475,0,0.5500947688064077,4,0.3779644730092272,2,3,0.0,0.0,0.0,0,1,0,1,0
17,0.2619047619047619,0,3,3,13,0.3752997625966106,3,2,0.1697569569491646,3,1,3,0.6123724356957945,1,0.17163522633173867,1,0.5976143046671968,2,3,0.7071067811865476,0.6831300510639732,0.7071067811865476,1,0,0,0,1
18,0.4047619047619047,1,6,4,17,0.8656074948738618,2,2,0.3524036547173188,2,2,3,0.6123724356957945,1,0.17163522633173867,1,0.5345224838248488,1,3,0.0,0.0,0.2672612419124244,1,1,0,0,1
19,0.6190476190476188,1,6,3,16,0.22804160025480372,2,3,0.9097153837427507,4,5,1,0.35355339059327373,0,0.2524883305773973,4,0.9636241116594314,4,2,0.8017837257372732,0.9660917830792958,0.9636241116594315,0,0,0,0,1
20,0.4047619047619047,1,6,4,0,0.41695744747641084,1,4,0.11558710999704802,4,1,4,0.35355339059327373,0,0.6191573614805235,4,0.1889822365046136,2,3,0.0,0.0,0.2672612419124244,0,1,0,0,1
21,0.14285714285714285,0,6,4,12,0.3752997625966106,3,1,0.428713159194569,3,1,3,0.35355339059327373,1,0.40595537211747135,4,0.46291004988627565,4,3,0.4629100498862757,0.2581988897471611,0.37796447300922725,1,1,0,1,0
22,0.857142857142857,0,5,1,10,0.8415683154756822,5,2,0.8981580900232924,3,4,3,0.6123724356957945,0,0.9999999999999998,3,0.5976143046671968,6,3,0.7559289460184545,0.5163977794943222,0.7071067811865476,0,1,0,0,1
23,0.28571428571428564,1,6,4,17,0.09445792361080355,3,3,0.9889170619128604,2,2,4,0.35355339059327373,0,0.6191573614805235,1,0.6267831705280087,3,3,0.8451542547285167,0.816496580927726,0.7559289460184545,0,1,0,0,1
24,0.28571428571428564,1,5,3,13,0.0,2,4,0.7165009809364309,3,1,2,0.35355339059327373,0,0.17163522633173867,3,0.6546536707079771,6,2,0.7559289460184545,0.2581988897471611,0.7071067811865476,0,1,0,0,1
25,0.28571428571428564,0,6,5,18,0.2818749196127708,3,2,0.20471917796160333,3,3,4,0.5,0,0.08760781549913044,3,0.6546536707079771,2,3,0.8017837257372732,0.6831300510639732,0.5345224838248488,0,1,0,0,1
26,0.28571428571428564,0,5,4,17,0.09445792361080355,3,3,0.38336578678608824,2,2,4,0.7905694150420948,1,0.9399893060947642,2,0.6546536707079771,4,2,0.0,0.0,0.0,0,0,1,0,1
27,0.4047619047619047,1,5,3,4,0.5282868243825946,4,4,0.23883856406627624,3,1,3,0.9354143466934853,1,0.0,3,0.4225771273642583,3,3,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,1,0,0,1
28,0.4761904761904761,1,4,5,14,0.4560832005096075,3,2,0.9777780066071982,2,1,2,0.0,0,0.6191573614805235,4,0.32732683535398854,3,3,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,1,0,0,1
29,0.14285714285714285,1,6,4,3,0.739456971342018,1,2,0.38336578678608824,3,1,3,0.0,0,0.08760781549913044,3,0.46291004988627565,2,3,0.4629100498862757,0.2581988897471611,0.37796447300922725,0,1,0,0,1
30,0.5238095238095237,0,6,3,6,0.56191767550646,3,2,0.30477509949330006,3,2,1,0.5,0,0.08760781549913044,2,0.7319250547113999,3,3,0.5345224838248488,0.6831300510639732,0.7071067811865476,0,0,0,0,1
31,0.9523809523809523,0,5,3,7,0.3752997625966106,4,3,0.39862353167203346,2,3,1,0.9354143466934853,1,0.2524883305773973,4,0.5976143046671968,0,2,0.8017837257372732,0.5773502691896257,0.8017837257372732,1,1,0,0,1
32,0.7380952380952379,1,6,4,8,0.739456971342018,4,4,0.9097153837427507,3,2,4,0.35355339059327373,1,0.33050181128037237,1,0.5,0,3,0.7071067811865476,0.2581988897471611,0.7071067811865476,0,0,0,0,0
33,0.14285714285714285,0,6,3,13,0.7121980046306312,2,4,0.9665819729212735,3,1,2,0.35355339059327373,0,0.17163522633173867,1,0.1889822365046136,3,1,0.0,0.0,0.0,1,1,0,0,1
